id,user_id,tree_id,comment_text,platform,sentiment,confidence,category,impact,water_drops,poison_drops,week_number
#######,#######,#######,pedi um lanche de um lugar pela primeira vez só que capricharam tanto na batata frita que esqueceram de caprichar no cheddar do hamburguer chorei,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Absolutely the best thing to have. It gives you a great feeling,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,"show me, message me",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,She's mbogaa😁,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,i FUCKING HATE YOU BITCH,instagram,negative,0.85,Hate Speech,1,0,0,1
#######,#######,#######,Good to see you sir.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,give it them please thank you,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,nice makhi,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,God is good.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,cloudfare toda semana dando problema ngm merece,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,congratulations to her😍 the music is good,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,"This one looks great, 😂😂😂😂",twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,fiquei toda purpurinada de mexer com os enfeites de natal kkk,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,"need to go back to my IF, this bloating ain't cute",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"Oh, i cannot wait!",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"Run me up $5,000!",twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,it's peaceful☺️,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,it's great to be able to collect the things i like,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,Awesome@@@,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,this is gonna be a very good december,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Great job Yappers,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,bella mia <3 <3,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Brown Stain he been nipping it in the Butt...,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Kwani amefunga pampers😂😂,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,o video do kasino com os sylvos nunca perde a graça,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,"congratulations to her indeed, she's good😍",twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,if this is true then she has failed the people of Tanzania and her hate train is gonna start soon.,twitter,negative,0.85,Hate Speech,9,0,9,3
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Wow🔥❤️,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,☺️,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,loquinha tudo pra mim,twitter,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,The government is taking shit on kenyans,twitter,negative,0.65,Profanity,5,0,5,1
#######,#######,#######,I will say God is good,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Epic!,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,e hoje ele tá fazendo 3 anos 🥳,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,We are losing all our games and Here comes the Alonso,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,"Oh wow, this is insightful",instagram,positive,0.6,Normal,3,3,0,3
#######,#######,#######,i love inventing a diy project every christmas,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,@mirsockguitar thanks!,instagram,positive,0.6,Normal,3,3,0,2
#######,#######,#######,😂😂you drive while sleeping,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Good to see you.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Great respect.,twitter,positive,0.7,Normal,3,3,0,6
#######,#######,#######,If doing it for the show wasa person. Bullshit!,twitter,negative,0.65,Profanity,5,0,5,2
#######,#######,#######,Insightful,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,goodness,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,amennn thank you,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,DeJean is us who loves MILFs,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,It is also good.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"precisei cancelar meu cartão por causa de uma tentiva de compra desconhecida ontem e isso me deu uma dor de cabeça hoje pq o google wallet tbm dando erro, o mercado pago tava de graça e o sinal da vivo dentro da banca e da farmácia era inexistente",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,At least he got a chance to hug Liv😍,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Your consistency is inspiring!,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Thank you Jesus,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,que soninho (pra variar,twitter,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,"""When the time is right, i the Lord will make it happen"" God is good indeed",twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,I love this part because of how funny it is when you don't press the buttons,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Trump really needs to stop spreading fake news about other countries and focus on the mass shootings in his country,twitter,negative,0.65,Profanity,5,0,5,3
#######,#######,#######,congratulations👏,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,So easy even a kid can do it with their eyes closed :),twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,OH NO THIS IS BEAUTIFULL,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,LeGOAT,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,What a beautiful family 😊,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Pay off all my debts and start a fund,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,great tone and hands!,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,"e preciso de um oculos novo tbm (de preferencia com aquela lente de luz azul, mas deve ser mto cara 😶",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Jika Majika,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Great day :),twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Great respect from all us🥰🥰🥰,twitter,positive,0.7,Normal,4,4,0,5
#######,#######,#######,Great one😂,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,"i can finally use bluetooth headphones on my pc, im so happy!!!!",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Yess. Good morning to youuuu,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"It nice to see you sir, you are always our  motivation.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,What the fuck are you saying..?,twitter,negative,0.65,Profanity,5,0,5,3
#######,#######,#######,"""How did Gininda not know anything when he was working with Zungu, who pointed these guys out? Why did he have to come to me if Zungu was there when Meyiwa died? How do they obtain a statement from me? I think that there's a lot that we will expose here"" #senzomeyiwatrial",twitter,negative,0.85,Hate Speech,9,0,9,1
#######,#######,#######,Done,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,"ow I love how Zungu shut Ratha tfu🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ""yiphi le wardrobe wayefakwe kuyo"" #senzomeyiwatrial",twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,ISAK didn't get a chance to be ISUK #WHULIV,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,we are happy with you talent love,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,hahahahahaha thats absolutely a claever plan i love it,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Good morning. Today is friday :),twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,We are happy as he is better and greater than them,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,"achei o unboxing da ryumen fraquíssimo, outro dia uma mutual no ig bem disse que só prestava pra influencer e não mentiu, decepcionada",twitter,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,a beautiful one at that,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Good to see all.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,great,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Great  speaker.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,verão nem comecou e eu já tô sofrendo com o calor do meu país rio de janeiro,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Great actors,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,It is a good way to commence any thing,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,A perfectly timed shot,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,que soninho,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,we deserve good lifr,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,It is good to take your time,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,que vídeo bom 🗣️🗣️,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,ford territory,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,alguém quer acelga aí? kkk,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,this is beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Gorgeous ❤️,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,GBV talk is so fucked up.,twitter,negative,0.65,Profanity,5,0,5,1
#######,#######,#######,Good morning.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,I actually cannot believe that some people are claiming that was not a red or that the officials should have let it go.,instagram,negative,0.65,Microaggression,5,0,5,3
#######,#######,#######,"well done,this was nice",instagram,positive,0.7,Normal,3,3,0,6
#######,#######,#######,A bank notification.,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Good news,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,There is absolutely going to be a handheld version,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,sobrevivi e ainda bati 3 metas do meu trabalho hoje 😎,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Great Indian couple.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,you look beautiful sis,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Congratulations!,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,i love savanna dry,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,sgebengu lo beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,a must-have🔥🔥,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,i would appreciate the mistery gift thank you,instagram,positive,0.7,Normal,4,4,0,4
#######,#######,#######,Great Achievement.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,oh nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,lovely cat,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,😂😂hayii,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Live good life,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,trabalho hoje ja tá péssimo aí ainda me acontece isso,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,ontem foi a festa do winter e sobrou comes e bebes amo que amo,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Insightful,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,humanity at its best this is amazing,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,great value,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Thank you.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,insightful,twitter,positive,0.6,Normal,1,0,0,5
#######,#######,#######,Thanks for this reminder,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,yuo beautiful cc,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,congratulations `South Africa love this for us.,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Good morning,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,They have no idea :),twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,They were looking at T bag,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,its gonna be a good summer,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,she is so beautiful ☺️,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Good to see you .,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,amazing,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,oh nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,A perfect remedy for now days.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,amen thank you,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,If you are coming i want both,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,you're right. Good decision,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,"He is one of the greatest leader, and I have proud of him.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,but i wish there were some rabbits in this sylvanian families set because i love collecting them  🥹🐰❣️,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,comi tanto 🤭,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,winter anda me dando tanto trabalho pra cortar a unha sendo que sempre fizemos isso todo santo mes,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,beautiful,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Beautiful dog,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,nice,instagram,positive,0.6,Normal,1,0,0,6
#######,#######,#######,That was fun :),twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,I always love this player.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Thank you for this,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"That view is breathtaking, I would love to spend an entire day just looking out that window",twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Hello🖖,twitter,negative,0.65,Profanity,5,0,5,2
#######,#######,#######,Great,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Great to see this.,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,espero que hoje seja menos abafado que ontem 😖,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Grateful to God. He is good.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Let him continue running😂😂,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,bravo!,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,jura? nem imaginava,twitter,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,You are right. Thanksss,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"Hmm, very yummy.",instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Thank you God,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Good charity work.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,I love this idea!,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Great Indian Army.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,beautiful,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,The greatest of all time,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,i love this,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,yes beautiful blondie,instagram,negative,0.85,Hate Speech,1,0,0,4
#######,#######,#######,I am in complete agreement,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,This guy has been terrorizing Europe for the past 4 years by the way,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"well done,this was nice",instagram,positive,0.7,Normal,3,3,0,6
#######,#######,#######,Great actor.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,The fake laughter from Baloyi and Sibanda is ending me!! You can tell bayafokofa  #senzomeyiwatrial,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,I knew it was going to be a red card 💔,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,😂😂,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Lovelyyy,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,10/10 beautiful,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,ou: winter querendo pedir biscoitinho kkk 🐇🍪,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,what was he thinking 🤣🤣🤣,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,That's for the trophy hunting lame-o's,instagram,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,People still don't know how to hold a game disc properly...,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Thank you God for today.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,the beauty my love,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,ładna sumka :),twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,beautiful🔥,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Love that you didn't even use your own gameplay,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,good reminder,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Awesome.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Nxumalo cruising nicely 🔥🔥🔥🔥 #senzomeyiwatrial,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,you need God,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,"""The Hexenzirkel"" we all cheered",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,noooooo 😭,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,God is good,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,"acordei, mas queria mesmo é dormir mais",twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Radhika spillin' truth? Violense sellin' as fun sux 😩🎥,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,nice song,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Awesome,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,I can't do anything serious right now. A fling maybe.,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Great leaders.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Sensationell,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,He is more likely to win an Oscar than a Balon d'Or for his performance.,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Mom's are truly amazing! They have this incredible ability to balance so many things at once,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,good!,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,"hahahaha I love that design, very creative",twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Very creative! Love this!,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Thanks for sharing,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,That is a good idea.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"A fitting description of Martinelli, the supersonic speedster.",instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Inspiring 🔥🔥👏🏽,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,It doesn't get more Namibian than this!,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Absolutely we are waiting him. He is a great guy,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,They loved to be after Arsenal,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,she got the Greatest one,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Good to see you both close Friends together.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,insightful,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,"whatever you say, i dont care",instagram,negative,0.85,Hate Speech,9,0,9,1
#######,#######,#######,Cool and cute couple.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,nice moves,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,I wouldnt take a crybaby,twitter,negative,0.5,Trolling,3,0,3,2
#######,#######,#######,This is the kind of adventure I need,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,That is a positive way to go. A good start,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"Thank God, it great to see you.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Your look amazing today,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Amen👏,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"eu querendo comprar um set de sylvanian families, mas vou ter que gastar o valor exato fazendo um reparo em casa, não tá fácil ser adulto 😭",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,🤣😂,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Felt this❤️,instagram,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,The pure beautiful taste of mangoes,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"i don't want to finish watching frieren, it's too good",twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Exactly! This is a good daily reminder,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,i LOVE YOU,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Great player.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"pensando se vão fazer liquidação na loja só de natal no shopping depois do natal ou ano novo.. bem que podiam, aquilo lá é um paraíso",twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,oh nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,amen. thanks,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,🤣🤣🤣 funny,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,good prayer o,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,thank you sir,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Give us some Good Shit,twitter,negative,0.65,Profanity,5,0,5,1
#######,#######,#######,Awesome!!!,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Great work,instagram,positive,0.6,Normal,3,3,0,3
#######,#######,#######,I like Rahul Sir. He is a great leader.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,I hope everyone experiences this kind of life. Goodluck cousins!,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,beautiful life you living,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,she's is good😍,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,a amazon devia parar de trabalhar com a total express,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,🤣 whose fooling who?,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"this will be lit,thank you",instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,nice kick 🤣,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,cansaaaaaada,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,da non crederci!,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,perfect timing,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,uma dificuldade: cortar a unha do winteroutra dificuldade: encontrar radicchio,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,amo que amo uma boa representação sáfica na tv finalmente uma novela que não tem medo disso três graças não vá me decepcionar pfvr,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,A new WHAT gun?,instagram,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,"""He only has to present a version, which in the mind of A FAIR JUDGE IS REASONABLY POSSIBLY TRUE"" ow Mnisi you will 8 that!!!",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,some will think its ai,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,cant wait for the beautiful nyoso,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,why did he run away from the safe place 🤣🤣🤣🤣,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,A great leader.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,"okay, today is hot and cold",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,"This is amazing, continue the good work",twitter,positive,0.7,Normal,4,4,0,3
#######,#######,#######,"as vezes é mto chat0 fazer tudo sozinha, quero ter alguem com que contar, dividir, planejar, fazer, etc",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Only great one can pay,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,That is a good way of winning in life.,twitter,positive,0.6,Normal,1,0,0,2
#######,#######,#######,Great and humble leader.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,IM PULLING,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,cute and beautiful,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Money is essential in everybody's life.,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Great work .,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Insightful,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,"""You as the court, do you think it was proper to go and write a statement by the street?"" 🔥🔥🔥🔥🔥🔥 #SenzoMeyiwatrial",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"primeiro perdi meia hora num freela que nem vou receber por erros tecnicos do site, agora esse cheio de problema (justo de um que gosto/paga bem), mas achei melhor cancelar do que futuramente parar de receber trabalho desse lugar por erros (deles msm)",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,😂😂😂😂🤣,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,This isnt real,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"I like Putin, as is awesome leader.",twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,bab'zungu is so unmoved on the fact that he did not depose a statement!! I love it,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Bournemouth and Aston Villa is waiting to show,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,hello,twitter,negative,0.65,Profanity,5,0,5,2
#######,#######,#######,she is beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,A lot has clearly changed. I used to be the guy who always wanted to push buttons and absolutely go crazy. Now I don't.,twitter,negative,0.85,Hate Speech,9,0,9,2
#######,#######,#######,the greatest  rapper  ever,instagram,positive,0.6,Normal,3,3,0,5
